Character ID,Main Name,Aliases,Gender,Category
0,Adrian Singleton,{'Adrian Singleton'},M,minor
1,Alan Campbell,"{'Alan', 'Campbell', 'Alan Campbell'}",M,minor
2,Basil Hallward,"{'Hallward', 'Basil Hallward', 'Basil'}",M,major
3,The Policeman,"{'Constable', 'The Policeman'}",M,minor
4,Prince Charming,"{'Gray', 'Mr. Gray', 'Prince Charming', 'Dorian', 'Dorian Gray'}",M,major
5,Duchess Of Harley,{'Duchess Of Harley'},F,minor
6,Ernest Harrowden,['Ernest Harrowden'],X,minor
7,Francis,{'Francis'},M,minor
8,The Gardener,"{'Gardener', 'The Gardener'}",M,minor
9,Duchess Of Monmouth,"{'Duchess Of Monmouth', 'Gladys'}",F,intermediate
10,Hansom Driver,"{'Driver', 'Hansom Driver', 'The Man'}",M,minor
11,James Vane,"{'Jim', 'James', 'James Vane'}",M,intermediate
12,Juliet,['Juliet'],X,minor
13,Lady Agatha,{'Lady Agatha'},F,minor
14,Lady Alice Chapman,['Lady Alice Chapman'],F,minor
15,Lady Henry,"{'Lady Henry', 'Victoria'}",F,minor
16,Lady Narborough,{'Lady Narborough'},F,intermediate
17,Lady Ruxton,{'Lady Ruxton'},F,minor
18,Lord Fermor,"{'Lord Fermor', 'Uncle George'}",M,minor
19,Lord Henry,"{'Henry', 'Lord Henry', 'Lord Henry Wotton', 'Harry'}",M,major
20,Mr. Erskine,{'Mr. Erskine'},M,minor
21,Mr. Hubbard,{'Mr. Hubbard'},M,minor
22,Mrs Erlynne,['Mrs Erlynne'],F,minor
23,Mrs. Leaf,['Mrs. Leaf'],F,minor
24,Mrs. Vandeleur,{'Mrs. Vandeleur'},F,minor
25,Mrs. Vane,{'Mrs. Vane'},F,minor
26,One Of The Women,{'One Of The Women'},F,minor
27,One Of The Women Who Had Been Drinking At The Bar,{'One Of The Women Who Had Been Drinking At The Bar'},F,minor
28,One Young Man,"{'A Young Man', 'One Young Man'}",M,minor
29,Parker,"{'Butler', 'The Butler', 'Parker'}",M,minor
30,Sailor,['Sailor'],X,minor
31,Sibyl Vane,"{'Sibyl Vane', 'Vane', 'Sibyl'}",F,intermediate
32,Sir Geoffrey Clouston,"{'Sir Geoffrey Clouston', 'Geoffrey'}",M,minor
33,Sir Thomas Burdon,"{'Sir Thomas', 'Sir Thomas Burdon'}",M,minor
34,The Elder Of The Two Gentlemen,{'The Elder Of The Two Gentlemen'},M,minor
35,The Gamekeeper,"{'Thornton', 'The Gamekeeper', 'The Head-keeper'}",M,minor
36,Victor,{'Victor'},M,minor
37,Woman At Bar,['Woman At Bar'],F,minor
38,_unknowable,['_unknowable'],X,minor
39,The Artist,['The Artist'],X,minor
40,Mother,['Mother'],F,minor
41,The Lad,['The Lad'],X,minor
42,The Painter,['The Painter'],X,minor
