quoteID,quoteText,subQuotationList,quoteByteSpans,speaker,addressees,quoteType,referringExpression,mentionTextsList,mentionSpansList,mentionEntitiesList
Q0,"NOW, what I want is, Facts.  Teach these boys and girls nothing but
Facts.  Facts alone are wanted in life.  Plant nothing else, and root out
everything else.  You can only form the minds of reasoning animals upon
Facts: nothing else will ever be of any service to them.  This is the
principle on which I bring up my own children, and this is the principle
on which I bring up these children.  Stick to Facts, sir!","['NOW, what I want is, Facts.  Teach these boys and girls nothing but\nFacts.  Facts alone are wanted in life.  Plant nothing else, and root out\neverything else.  You can only form the minds of reasoning animals upon\nFacts: nothing else will ever be of any service to them.  This is the\nprinciple on which I bring up my own children, and this is the principle\non which I bring up these children.  Stick to Facts, sir!']","[[105, 519]]",Thomas Gradgrind,"['Cecilia Jupe', 'The Schoolmaster']",Implicit,,"[['You', 'sir']]","[[[265, 268], [515, 518]]]","[[[""Mr. M'choakumchild""], [""Mr. M'choakumchild""]]]"
Q1,"In this life, we want nothing but Facts, sir; nothing but Facts!","['In this life, we want nothing but Facts, sir; nothing but Facts!']","[[1617, 1681]]",Thomas Gradgrind,"['Cecilia Jupe', 'The Schoolmaster']",Implicit,,"[['we', 'sir']]","[[[1631, 1633], [1658, 1661]]]","[[['Thomas Gradgrind', 'Josiah Bounderby'], [""Mr. M'choakumchild""]]]"
Q2,"boys and girls,","['boys and girls,']","[[2975, 2990]]",Thomas Gradgrind,[],Implicit,,[[]],[[]],[[]]
Q3,"sir,","['sir,']","[[2997, 3001]]",Thomas Gradgrind,[],Implicit,,[[]],[[]],[[]]
Q4,"Girl number twenty, I don't know that girl.  Who is that girl?","['Girl number twenty,', ""I don't know that girl.  Who is that girl?""]","[[3494, 3513], [3582, 3624]]",Thomas Gradgrind,"['Josiah Bounderby', 'Cecilia Jupe', 'Bitzer', ""Mr. M'choakumchild""]",Explicit,said Mr Gradgrind,"[['Girl number twenty'], ['that girl', 'that girl']]","[[[3494, 3512]], [[3595, 3604], [3614, 3623]]]","[[['Cecilia Jupe']], [['Cecilia Jupe'], ['Cecilia Jupe']]]"
Q5,"Sissy Jupe, sir,","['Sissy Jupe, sir,']","[[3628, 3644]]",Cecilia Jupe,"['Thomas Gradgrind', 'Josiah Bounderby', 'Bitzer', ""Mr. M'choakumchild""]",Anaphoric,explained number twenty,"[['Sissy Jupe', 'sir']]","[[[3628, 3638], [3640, 3643]]]","[[['Cecilia Jupe'], ['Thomas Gradgrind']]]"
Q6,"Sissy is not a name, Don't call yourself Sissy.
Call yourself Cecilia.","['Sissy is not a name,', ""Don't call yourself Sissy.\nCall yourself Cecilia.""]","[[3712, 3732], [3756, 3805]]",Thomas Gradgrind,"['Josiah Bounderby', 'Cecilia Jupe', 'Bitzer', ""Mr. M'choakumchild""]",Explicit,said Mr Gradgrind,"[['Sissy'], ['yourself', 'Sissy', 'yourself', 'Cecilia']]","[[[3712, 3717]], [[3767, 3775], [3776, 3781], [3788, 3796], [3797, 3804]]]","[[['Cecilia Jupe']], [['Cecilia Jupe'], ['Cecilia Jupe'], ['Cecilia Jupe'], ['Cecilia Jupe']]]"
Q7,"It's father as calls me Sissy, sir,","[""It's father as calls me Sissy, sir,""]","[[3809, 3844]]",Cecilia Jupe,"['Thomas Gradgrind', 'Josiah Bounderby', 'Bitzer', ""Mr. M'choakumchild""]",Anaphoric,returned the young girl,"[['Sissy', 'sir']]","[[[3833, 3838], [3840, 3843]]]","[[['Cecilia Jupe'], ['Thomas Gradgrind']]]"
Q8,"Then he has no business to do it, Tell him he
mustn't.  Cecilia Jupe.  Let me see.  What is your father?","['Then he has no business to do it,', ""Tell him he\nmustn't.  Cecilia Jupe.  Let me see.  What is your father?""]","[[3920, 3953], [3977, 4047]]",Thomas Gradgrind,"['Josiah Bounderby', 'Cecilia Jupe', 'Bitzer', ""Mr. M'choakumchild""]",Explicit,said Mr Gradgrind,"[['he'], ['him', 'he', 'Cecilia Jupe', 'your']]","[[[3925, 3927]], [[3982, 3985], [3986, 3988], [3999, 4011], [4035, 4039]]]","[[['Signor Jupe']], [['Signor Jupe'], ['Signor Jupe'], ['Cecilia Jupe'], ['Cecilia Jupe']]]"
Q9,"He belongs to the horse-riding, if you please, sir.","['He belongs to the horse-riding, if you please, sir.']","[[4051, 4102]]",Cecilia Jupe,"['Thomas Gradgrind', 'Josiah Bounderby', 'Bitzer', ""Mr. M'choakumchild""]",Implicit,,"[['He', 'you', 'sir']]","[[[4051, 4053], [4086, 4089], [4098, 4101]]]","[[['Signor Jupe'], ['Thomas Gradgrind'], ['Thomas Gradgrind']]]"
