"quoteID","quoteText","subQuotationList","quoteByteSpans","speaker","addressees","quoteType","referringExpression","mentionTextsList","mentionSpansList","mentionEntitiesList"
"Q0","I suppose you would like to take them to the Casino to play roulette?
Well, excuse my speaking so plainly, but I know how addicted you are to
gambling. Though I am not your mentor, nor wish to be, at least I have
a right to require that you shall not actually _compromise_ me.","['I suppose you would like to take them to the Casino to play roulette?\nWell, excuse my speaking so plainly, but I know how addicted you are to\ngambling. Though I am not your mentor, nor wish to be, at least I have\na right to require that you shall not actually _compromise_ me.']","[[2309, 2585]]","The General","['Alexis Ivanovitch']","Anaphoric","he added","[['you', 'you', 'your', 'you']]","[[[2319, 2322], [2440, 2443], [2477, 2481], [2546, 2549]]]","[[['Alexis Ivanovitch'], ['Alexis Ivanovitch'], ['Alexis Ivanovitch'], ['Alexis Ivanovitch']]]"
"Q1","I have no money for gambling,","['I have no money for gambling,']","[[2589, 2618]]","Alexis Ivanovitch","['The General']","Anaphoric","I quietly replied","[[]]","[[]]","[[]]"
"Q2","But you will soon be in receipt of some,","['But you will soon be in receipt of some,']","[[2641, 2681]]","The General","['Alexis Ivanovitch']","Explicit","retorted the General","[['you']]","[[[2645, 2648]]]","[[['Alexis Ivanovitch']]]"
"Q3","Let us calculate, We must translate these roubles into
thalers. Here take 100 thalers, as a round sum. The rest will be safe
in my hands.","['Let us calculate,', 'We must translate these roubles into\nthalers. Here take 100 thalers, as a round sum. The rest will be safe\nin my hands.']","[[2865, 2882], [2897, 3016]]","The General","['Alexis Ivanovitch']","Anaphoric","he went on","[['us'], ['We']]","[[[2869, 2871]], [[2897, 2899]]]","[[['The General', 'Alexis Ivanovitch']], [['The General', 'Alexis Ivanovitch']]]"
"Q4","You must not be offended at what I say, You are too
touchy about these things. What I have said I have said merely as a
warning. To do so is no more than my right.","['You must not be offended at what I say,', 'You are too\ntouchy about these things. What I have said I have said merely as a\nwarning. To do so is no more than my right.']","[[3050, 3089], [3106, 3229]]","The General","['Alexis Ivanovitch']","Anaphoric","he continued","[['You'], ['You']]","[[[3050, 3053]], [[3106, 3109]]]","[[['Alexis Ivanovitch']], [['Alexis Ivanovitch']]]"
"Q5","_Why_ do I
continue to dance attendance upon the General, instead of having left
him and his family long ago?","['_Why_ do I\ncontinue to dance attendance upon the General, instead of having left\nhim and his family long ago?']","[[6481, 6590]]","Alexis Ivanovitch","['Alexis Ivanovitch']","Anaphoric","I had asked myself","[['General', 'him', 'his']]","[[[6530, 6537], [6562, 6565], [6570, 6573]]]","[[['The General'], ['The General'], ['The General']]]"
"Q6","If one is a man of self-respect, one risks abuse by so
doing, and is forced to put up with insults of every kind. Both at
Paris and on the Rhine, and even in Switzerland there are so many
Poles, with their sympathisers, the French, at these tables d h te that
one cannot get a word in edgeways if one happens only to be a Russian.","['If one is a man of self-respect,', 'one risks abuse by so\ndoing, and is forced to put up with insults of every kind. Both at\nParis and on the Rhine, and even in Switzerland there are so many\nPoles, with their sympathisers, the French, at these tables d h te that\none cannot get a word in edgeways if one happens only to be a Russian.']","[[7226, 7258], [7272, 7569]]","Alexis Ivanovitch","['The General', 'Marqis De Griers', 'Mr. Astley']","Anaphoric","I went on","[[], []]","[[], []]","[[], []]"
"Q7","Of course, one always learns _something everywhere_,","['Of course, one always learns _something everywhere_,']","[[7733, 7785]]","Marqis De Griers","['The General', 'Mr. Astley', 'Alexis Ivanovitch']","Anaphoric","said the Frenchman","[[]]","[[]]","[[]]"
"Q8","In Paris, too, I had a dispute with a Pole, and then
with a French officer who supported him. After that a section of the
Frenchmen present took my part. They did so as soon as I told them the
story of how once I threatened to spit into Monsignor s coffee.","['In Paris, too, I had a dispute with a Pole,', 'and then\nwith a French officer who supported him. After that a section of the\nFrenchmen present took my part. They did so as soon as I told them the\nstory of how once I threatened to spit into Monsignor s coffee.']","[[7850, 7893], [7909, 8121]]","Alexis Ivanovitch","['The General', 'Marqis De Griers', 'Mr. Astley']","Anaphoric","I continued","[[], []]","[[], []]","[[], []]"
"Q9","To spit into it?","['To spit into it?']","[[8125, 8141]]","The General","['Marqis De Griers', 'Mr. Astley', 'Alexis Ivanovitch']","Explicit","the General inquired","[[]]","[[]]","[[]]"
"Q10","Just so, You must know that, on one occasion, when, for
two days, I had felt certain that at any moment I might have to depart
for Rome on business, I repaired to the Embassy of the Holy See in
Paris, to have my passport visaed. There I encountered a sacristan of
about fifty, and a man dry and cold of mien. After listening politely,
but with great reserve, to my account of myself, this sacristan asked
me to wait a little. I was in a great hurry to depart, but of course I
sat down, pulled out a copy of _L Opinion Nationale_, and fell to
reading an extraordinary piece of invective against Russia which it
happened to contain. As I was thus engaged I heard some one enter an
adjoining room and ask for Monsignor; after which I saw the sacristan
make a low bow to the visitor, and then another bow as the visitor took
his leave. I ventured to remind the good man of my own business also;
whereupon, with an expression of, if anything, increased dryness, he
again asked me to wait. Soon a third visitor arrived who, like myself,
had come on business (he was an Austrian of some sort); and as soon as
ever he had stated his errand he was conducted upstairs! This made me
very angry. I rose, approached the sacristan, and told him that, since
Monsignor was receiving callers, his lordship might just as well finish
off my affair as well. Upon this the sacristan shrunk back in
astonishment. It simply passed his understanding that any insignificant
Russian should dare to compare himself with other visitors of
Monsignor s! In a tone of the utmost effrontery, as though he were
delighted to have a chance of insulting me, he looked me up and down,
and then said: But I only cried the louder: screeched the sacristan,
again shrinking back in horror. Then, rushing to the door, he spread
out his arms as though he would rather die than let me enter.","['Just so,', 'You must know that, on one occasion, when, for\ntwo days, I had felt certain that at any moment I might have to depart\nfor Rome on business, I repaired to the Embassy of the Holy See in\nParis, to have my passport visaed. There I encountered a sacristan of\nabout fifty, and a man dry and cold of mien. After listening politely,\nbut with great reserve, to my account of myself, this sacristan asked\nme to wait a little. I was in a great hurry to depart, but of course I\nsat down, pulled out a copy of _L Opinion Nationale_, and fell to\nreading an extraordinary piece of invective against Russia which it\nhappened to contain. As I was thus engaged I heard some one enter an\nadjoining room and ask for Monsignor; after which I saw the sacristan\nmake a low bow to the visitor, and then another bow as the visitor took\nhis leave. I ventured to remind the good man of my own business also;\nwhereupon, with an expression of, if anything, increased dryness, he\nagain asked me to wait. Soon a third visitor arrived who, like myself,\nhad come on business (he was an Austrian of some sort); and as soon as\never he had stated his errand he was conducted upstairs! This made me\nvery angry. I rose, approached the sacristan, and told him that, since\nMonsignor was receiving callers, his lordship might just as well finish\noff my affair as well. Upon this the sacristan shrunk back in\nastonishment. It simply passed his understanding that any insignificant\nRussian should dare to compare himself with other visitors of\nMonsignor s! In a tone of the utmost effrontery, as though he were\ndelighted to have a chance of insulting me, he looked me up and down,\nand then said:', 'But I only cried the louder:', 'screeched the sacristan,\nagain shrinking back in horror. Then, rushing to the door, he spread\nout his arms as though he would rather die than let me enter.']","[[8280, 8288], [8302, 9956], [10031, 10061], [10275, 10430]]","Alexis Ivanovitch","['The General', 'Marqis De Griers', 'Mr. Astley']","Anaphoric","I replied","[[], ['You'], [], []]","[[], [[8302, 8305]], [], []]","[[], [['The General']], [], []]"
"Q11","But","['But']","[[10960, 10964]]","The General","['Marqis De Griers', 'Mr. Astley', 'Alexis Ivanovitch']","Explicit","the General began","[[]]","[[]]","[[]]"
"Q12","What really saved you was the fact that you proclaimed yourself a
heretic and a barbarian, Cela
n  tait pas si b te.","['What really saved you was the fact that you proclaimed yourself a\nheretic and a barbarian,', 'Cela\nn  tait pas si b te.']","[[10987, 11077], [11117, 11142]]","Marqis De Griers","['The General', 'Mr. Astley', 'Alexis Ivanovitch']","Anaphoric","remarked the Frenchman","[['you', 'you'], []]","[[[11005, 11008], [11027, 11030]], []]","[[['Alexis Ivanovitch'], ['Alexis Ivanovitch']], []]"
"Q13","But is _that_ how Russian subjects ought to be treated? Why, when they
settle here they dare not utter even a word they are ready even to deny
the fact that they are Russians! At all events, at my hotel in Paris I
received far more attention from the company after I had told them
about the fracas with the sacristan. A fat Polish nobleman, who had
been the most offensive of all who were present at the table d h te, at
once went upstairs, while some of the Frenchmen were simply disgusted
when I told them that two years ago I had encountered a man at whom, in
1812, a French  hero  fired for the mere fun of discharging his musket.
That man was then a boy of ten and his family are still residing in
Moscow.","['But is _that_ how Russian subjects ought to be treated? Why, when they\nsettle here they dare not utter even a word they are ready even to deny\nthe fact that they are Russians! At all events, at my hotel in Paris I\nreceived far more attention from the company after I had told them\nabout the fracas with the sacristan. A fat Polish nobleman, who had\nbeen the most offensive of all who were present at the table d h te, at\nonce went upstairs, while some of the Frenchmen were simply disgusted\nwhen I told them that two years ago I had encountered a man at whom, in\n1812, a French  hero  fired for the mere fun of discharging his musket.\nThat man was then a boy of ten and his family are still residing in\nMoscow.']","[[11146, 11856]]","Alexis Ivanovitch","['The General', 'Marqis De Griers', 'Mr. Astley']","Implicit","nan","[[]]","[[]]","[[]]"
"Q14","Impossible! No French soldier would fire
at a child!","['Impossible!', 'No French soldier would fire\nat a child!']","[[11860, 11871], [11900, 11940]]","Marqis De Griers","['The General', 'Mr. Astley', 'Alexis Ivanovitch']","Anaphoric","the Frenchman spluttered","[[], []]","[[], []]","[[], []]"
"Q15","Nevertheless the incident was as I say, A very respected
ex-captain told me the story, and I myself could see the scar left on
his cheek.","['Nevertheless the incident was as I say,', 'A very respected\nex-captain told me the story, and I myself could see the scar left on\nhis cheek.']","[[11944, 11983], [11997, 12094]]","Alexis Ivanovitch","['The General', 'Marqis De Griers', 'Mr. Astley']","Anaphoric","I replied","[[], []]","[[], []]","[[], []]"
"Q16","Come what may, I _must_ have money, And get it somehow I
will otherwise I shall be ruined.","['Come what may, I _must_ have money,', 'And get it somehow I\nwill otherwise I shall be ruined.']","[[13357, 13392], [13405, 13459]]","Polina Alexandrovna","['Alexis Ivanovitch']","Anaphoric","she said","[[], []]","[[], []]","[[], []]"
"Q17","Nothing; except that two pieces of news have reached us from St.
Petersburg. In the first place, my grandmother is very ill, and
unlikely to last another couple of days. We had this from Timothy
Petrovitch himself, and he is a reliable person. Every moment we are
expecting to receive news of the end.","['Nothing; except that two pieces of news have reached us from St.\nPetersburg. In the first place, my grandmother is very ill, and\nunlikely to last another couple of days. We had this from Timothy\nPetrovitch himself, and he is a reliable person. Every moment we are\nexpecting to receive news of the end.']","[[13513, 13814]]","Polina Alexandrovna","['Alexis Ivanovitch']","Implicit","nan","[['us', 'We', 'we']]","[[[13566, 13568], [13683, 13685], [13770, 13772]]]","[[['Polina Alexandrovna'], ['Polina Alexandrovna'], ['Polina Alexandrovna']]]"
"Q18","All of you are on the tiptoe of expectation?","['All of you are on the tiptoe of expectation?']","[[13818, 13862]]","Alexis Ivanovitch","['Polina Alexandrovna']","Anaphoric","I queried","[['you']]","[[[13825, 13828]]]","[[['Polina Alexandrovna']]]"
"Q19","Of course all of us, and every minute of the day. For a
year-and-a-half now we have been looking for this.","['Of course all of us, and every minute of the day. For a\nyear-and-a-half now we have been looking for this.']","[[13877, 13983]]","Polina Alexandrovna","['Alexis Ivanovitch']","Implicit","nan","[['us', 'we']]","[[[13894, 13896], [13953, 13955]]]","[[['Polina Alexandrovna'], ['Polina Alexandrovna']]]"
"Q20","Looking for it?","['Looking for it?']","[[13987, 14002]]","Alexis Ivanovitch","['Polina Alexandrovna']","Implicit","nan","[[]]","[[]]","[[]]"
"Q21","Yes, looking for it. I am not her blood relation, you know I am merely
the General s step-daughter. Yet I am certain that the old lady has
remembered me in her will.","['Yes, looking for it. I am not her blood relation, you know I am merely\nthe General s step-daughter. Yet I am certain that the old lady has\nremembered me in her will.']","[[14006, 14171]]","Polina Alexandrovna","['Alexis Ivanovitch']","Implicit","nan","[['the General']]","[[[14077, 14088]]]","[[['The General']]]"
"Q22","Yes, I believe that you _will_ come in for a good deal,","['Yes, I believe that you _will_ come in for a good deal,']","[[14175, 14230]]","Alexis Ivanovitch","['Polina Alexandrovna']","Anaphoric","I said","[['you']]","[[[14195, 14198]]]","[[['Polina Alexandrovna']]]"
"Q23","Yes, for she is fond of me. But how come you to think so?","['Yes, for she is fond of me. But how come you to think so?']","[[14262, 14319]]","Polina Alexandrovna","['Alexis Ivanovitch']","Implicit","nan","[['you']]","[[[14303, 14306]]]","[[['Alexis Ivanovitch']]]"
"Q24","That Marquis of yours, is _he_ also familiar with your family secrets?","['That Marquis of yours,', 'is _he_ also familiar with your family secrets?']","[[14366, 14388], [14399, 14447]]","Alexis Ivanovitch","['Polina Alexandrovna']","Anaphoric","I said","[['That Marquis', 'yours'], ['he', 'your ']]","[[[14366, 14378], [14382, 14387]], [[14404, 14406], [14427, 14432]]]","[[['Marqis De Griers'], ['Polina Alexandrovna']], [['Marqis De Griers'], ['Polina Alexandrovna']]]"
"Q25","And why are you yourself so interested in them?","['And why are you yourself so interested in them?']","[[14451, 14498]]","Polina Alexandrovna","['Alexis Ivanovitch']","Anaphoric","was her retort","[['you']]","[[[14463, 14466]]]","[[['Alexis Ivanovitch']]]"
"Q26","Never mind. If I am not mistaken, the General has succeeded in
borrowing money of the Marquis.","['Never mind. If I am not mistaken, the General has succeeded in\nborrowing money of the Marquis.']","[[14551, 14645]]","Alexis Ivanovitch","['Polina Alexandrovna']","Implicit","nan","[['the General', 'the Marquis']]","[[[14585, 14596], [14633, 14644]]]","[[['The General'], ['Marqis De Griers']]]"
"Q27","It may be so.","['It may be so.']","[[14649, 14662]]","Polina Alexandrovna","['Alexis Ivanovitch']","Implicit","nan","[[]]","[[]]","[[]]"
