"quoteID","quoteText","subQuotationList","quoteByteSpans","speaker","addressees","quoteType","referringExpression","mentionTextsList","mentionSpansList","mentionEntitiesList"
"Q0","Was anyone hurt?","['Was anyone hurt?']","[[36, 52]]","John Beaver","['Mrs. Beaver']","Implicit","nan","[[]]","[[]]","[[]]"
"Q1","No one, I am thankful to say, except two housemaids
who lost their heads and jumped through a glass roof into the paved
court. They were in no danger. The fire never reached the bedrooms, I am
afraid. Still, they are bound to need doing up, everything black with
smoke and drenched in water and luckily they had that old-fashioned sort
of extinguisher that ruins _everything_. One really cannot complain. The
chief rooms were _completely_ gutted and everything was insured. Sylvia
Newport knows the people. I must get on to them this morning before that
ghoul Mrs Shutter snaps them up.","['No one, I am thankful to say,', 'except two housemaids\nwho lost their heads and jumped through a glass roof into the paved\ncourt. They were in no danger. The fire never reached the bedrooms, I am\nafraid. Still, they are bound to need doing up, everything black with\nsmoke and drenched in water and luckily they had that old-fashioned sort\nof extinguisher that ruins _everything_. One really cannot complain. The\nchief rooms were _completely_ gutted and everything was insured. Sylvia\nNewport knows the people. I must get on to them this morning before that\nghoul Mrs Shutter snaps them up.']","[[56, 85], [105, 661]]","Mrs. Beaver","['John Beaver']","Explicit","said Mrs Beaver","[[], ['Sylvia\nNewport', 'Mrs Shutter']]","[[], [[549, 563], [635, 646]]]","[[], [['Sylvia Newport'], ['Mrs Shutter']]]"
"Q2","Heavens, how nasty this stuff is. I wish you'd take to it, John. You're
looking so tired lately. I don't know how I should get through my day
without it.","[""Heavens, how nasty this stuff is. I wish you'd take to it, John. You're\nlooking so tired lately. I don't know how I should get through my day\nwithout it.""]","[[806, 959]]","Mrs. Beaver","['John Beaver']","Implicit","nan","[['you', 'John', 'You']]","[[[847, 850], [865, 869], [871, 874]]]","[[['John Beaver'], ['John Beaver'], ['John Beaver']]]"
"Q3","But, mumsy, I haven't as much to do as you have.","[""But, mumsy, I haven't as much to do as you have.""]","[[963, 1011]]","John Beaver","['Mrs. Beaver']","Implicit","nan","[['mumsy', 'you']]","[[[968, 973], [1002, 1005]]]","[[['Mrs. Beaver'], ['Mrs. Beaver']]]"
"Q4","That's true, my son.","[""That's true, my son.""]","[[1015, 1035]]","Mrs. Beaver","['John Beaver']","Implicit","nan","[['my son']]","[[[1028, 1034]]]","[[['John Beaver']]]"
"Q5","What was your evening?","['What was your evening?']","[[3299, 3321]]","Mrs. Beaver","['John Beaver']","Implicit","nan","[['your ']]","[[[3308, 3313]]]","[[['John Beaver']]]"
"Q6","Audrey rang up at eight and asked me to dinner. Ten of us at the
Embassy, rather dreary. Afterwards we all went on to a party given by a
woman called de Trommet.","['Audrey rang up at eight and asked me to dinner. Ten of us at the\nEmbassy, rather dreary. Afterwards we all went on to a party given by a\nwoman called de Trommet.']","[[3325, 3486]]","John Beaver","['Mrs. Beaver']","Implicit","nan","[['Audrey', 'a\nwoman called de Trommet']]","[[[3325, 3331], [3460, 3485]]]","[[['Audrey'], ['De Trommet']]]"
"Q7","I know who you mean. American. She hasn't paid for the toile-de-jouy
chair covers we made her last April. I had a dull time too; didn't hold
a card all the evening and came away four pounds ten to the bad.","[""I know who you mean. American. She hasn't paid for the toile-de-jouy\nchair covers we made her last April. I had a dull time too; didn't hold\na card all the evening and came away four pounds ten to the bad.""]","[[3490, 3695]]","Mrs. Beaver","['John Beaver']","Implicit","nan","[['you', 'She', 'we', 'her']]","[[[3501, 3504], [3521, 3524], [3572, 3574], [3580, 3583]]]","[[['John Beaver'], ['De Trommet'], ['John Beaver', 'Mrs Beaver'], ['De Trommet']]]"
"Q8","Poor mumsy.","['Poor mumsy.']","[[3699, 3710]]","John Beaver","['Mrs. Beaver']","Implicit","nan","[['mumsy']]","[[[3704, 3709]]]","[[['Mrs. Beaver']]]"
"Q9","I'm lunching at Viola Chasm's. What are you doing? I didn't order
anything here, I'm afraid.","[""I'm lunching at Viola Chasm's. What are you doing? I didn't order\nanything here, I'm afraid.""]","[[3714, 3806]]","Mrs. Beaver","['John Beaver']","Implicit","nan","[['you']]","[[[3754, 3757]]]","[[['John Beaver']]]"
"Q10","Nothing so far. I can always go round to Bratt's.","[""Nothing so far. I can always go round to Bratt's.""]","[[3810, 3859]]","John Beaver","['Mrs. Beaver']","Implicit","nan","[[]]","[[]]","[[]]"
"Q11","But that's so expensive. I'm sure if we ask Chambers she'll be able to
get you something in. I thought you were certain to be out.","[""But that's so expensive. I'm sure if we ask Chambers she'll be able to\nget you something in. I thought you were certain to be out.""]","[[3863, 3993]]","Mrs. Beaver","['John Beaver']","Implicit","nan","[['we', 'Chambers', 'she', 'you', 'you']]","[[[3900, 3902], [3907, 3915], [3916, 3919], [3938, 3941], [3966, 3969]]]","[[['John Beaver', 'Mrs Beaver'], ['Chambers'], ['Chambers'], ['John Beaver'], ['John Beaver']]]"
"Q12","Well, I still may be. It isn't twelve yet.","[""Well, I still may be. It isn't twelve yet.""]","[[3997, 4039]]","John Beaver","['Mrs. Beaver']","Implicit","nan","[[]]","[[]]","[[]]"
