"quoteID","quoteText","subQuotationList","quoteByteSpans","speaker","addressees","quoteType","referringExpression","mentionTextsList","mentionSpansList","mentionEntitiesList"
"Q0","It may well be, it may well
be on such a night of clouds and cruel colours that there is brought
forth upon the earth such a portent as a respectable poet. You say you
are a poet of law; I say you are a contradiction in terms. I only
wonder there were not comets and earthquakes on the night you appeared
in this garden.","['It may well be,', 'it may well\nbe on such a night of clouds and cruel colours that there is brought\nforth upon the earth such a portent as a respectable poet. You say you\nare a poet of law; I say you are a contradiction in terms. I only\nwonder there were not comets and earthquakes on the night you appeared\nin this garden.']","[[8510, 8525], [8567, 8871]]","Mr. Lucian Gregory","['Rosamond', 'Gabriel Syme']","Anaphoric","he said","[[], ['You', 'you', 'you', 'you']]","[[], [[8707, 8710], [8715, 8718], [8744, 8747], [8843, 8846]]]","[[], [['Gabriel Syme'], ['Gabriel Syme'], ['Gabriel Syme'], ['Gabriel Syme']]]"
"Q1","An artist is identical with an anarchist, You might
transpose the words anywhere. An anarchist is an artist. The man who
throws a bomb is an artist, because he prefers a great moment to
everything. He sees how much more valuable is one burst of blazing
light, one peal of perfect thunder, than the mere common bodies of a
few shapeless policemen. An artist disregards all governments,
abolishes all conventions. The poet delights in disorder only. If it
were not so, the most poetical thing in the world would be the
Underground Railway.","['An artist is identical with an anarchist,', 'You might\ntranspose the words anywhere. An anarchist is an artist. The man who\nthrows a bomb is an artist, because he prefers a great moment to\neverything. He sees how much more valuable is one burst of blazing\nlight, one peal of perfect thunder, than the mere common bodies of a\nfew shapeless policemen. An artist disregards all governments,\nabolishes all conventions. The poet delights in disorder only. If it\nwere not so, the most poetical thing in the world would be the\nUnderground Railway.']","[[9280, 9321], [9334, 9829]]","Mr. Lucian Gregory","['Rosamond', 'Gabriel Syme']","Anaphoric","he cried","[[], ['You']]","[[], [[9334, 9337]]]","[[], [['Gabriel Syme']]]"
"Q2","So it is,","['So it is,']","[[9833, 9842]]","Gabriel Syme","['Rosamond', 'Mr. Lucian Gregory']","Explicit","said Mr Syme","[[]]","[[]]","[[]]"
"Q3","Nonsense! Why do all the clerks and navvies in the railway
trains look so sad and tired, so very sad and tired? I will tell you.
It is because they know that the train is going right. It is because
they know that whatever place they have taken a ticket for that place
they will reach. It is because after they have passed Sloane Square
they know that the next station must be Victoria, and nothing but
Victoria. Oh, their wild rapture! oh, their eyes like stars and their
souls again in Eden, if the next station were unaccountably Baker
Street!","['Nonsense!', 'Why do all the clerks and navvies in the railway\ntrains look so sad and tired, so very sad and tired? I will tell you.\nIt is because they know that the train is going right. It is because\nthey know that whatever place they have taken a ticket for that place\nthey will reach. It is because after they have passed Sloane Square\nthey know that the next station must be Victoria, and nothing but\nVictoria. Oh, their wild rapture! oh, their eyes like stars and their\nsouls again in Eden, if the next station were unaccountably Baker\nStreet!']","[[9861, 9870], [9945, 10480]]","Mr. Lucian Gregory","['Rosamond', 'Gabriel Syme']","Explicit","said Gregory","[[], ['you']]","[[], [[10059, 10062]]]","[[], [['Gabriel Syme']]]"
"Q4","It is you who are unpoetical, If what you say
of clerks is true, they can only be as prosaic as your poetry. The
rare, strange thing is to hit the mark; the gross, obvious thing is to
miss it. We feel it is epical when man with one wild arrow strikes a
distant bird. Is it not also epical when man with one wild engine
strikes a distant station? Chaos is dull; because in chaos the train
might indeed go anywhere, to Baker Street or to Bagdad. But man is a
magician, and his whole magic is in this, that he does say Victoria,
and lo! it is Victoria. No, take your books of mere poetry and prose;
let me read a time table, with tears of pride. Take your Byron, who
commemorates the defeats of man; give me Bradshaw, who commemorates his
victories. Give me Bradshaw, I say!","['It is you who are unpoetical,', 'If what you say\nof clerks is true, they can only be as prosaic as your poetry. The\nrare, strange thing is to hit the mark; the gross, obvious thing is to\nmiss it. We feel it is epical when man with one wild arrow strikes a\ndistant bird. Is it not also epical when man with one wild engine\nstrikes a distant station? Chaos is dull; because in chaos the train\nmight indeed go anywhere, to Baker Street or to Bagdad. But man is a\nmagician, and his whole magic is in this, that he does say Victoria,\nand lo! it is Victoria. No, take your books of mere poetry and prose;\nlet me read a time table, with tears of pride. Take your Byron, who\ncommemorates the defeats of man; give me Bradshaw, who commemorates his\nvictories. Give me Bradshaw, I say!']","[[10484, 10513], [10539, 11280]]","Gabriel Syme","['Rosamond', 'Mr. Lucian Gregory']","Explicit","replied the poet Syme","[['you'], ['you', 'your', 'your', 'your']]","[[[10490, 10493]], [[10547, 10550], [10605, 10609], [11068, 11072], [11157, 11161]]]","[[['Mr. Lucian Gregory']], [['Mr. Lucian Gregory'], ['Mr. Lucian Gregory'], ['Gregory'], ['Gregory']]]"
"Q5","Must you go?","['Must you go?']","[[11284, 11296]]","Mr. Lucian Gregory","['Rosamond', 'Gabriel Syme']","Explicit","inquired Gregory","[['you']]","[[[11289, 11292]]]","[[['Gabriel Syme']]]"
"Q6","I tell you, that every time a train comes
in I feel that it has broken past batteries of besiegers, and that man
has won a battle against chaos. You say contemptuously that when one
has left Sloane Square one must come to Victoria. I say that one might
do a thousand things instead, and that whenever I really come there I
have the sense of hairbreadth escape. And when I hear the guard shout
out the word  Victoria,' it is not an unmeaning word. It is to me the
cry of a herald announcing conquest. It is to me indeed  Victoria'; it
is the victory of Adam.","['I tell you,', ""that every time a train comes\nin I feel that it has broken past batteries of besiegers, and that man\nhas won a battle against chaos. You say contemptuously that when one\nhas left Sloane Square one must come to Victoria. I say that one might\ndo a thousand things instead, and that whenever I really come there I\nhave the sense of hairbreadth escape. And when I hear the guard shout\nout the word  Victoria,' it is not an unmeaning word. It is to me the\ncry of a herald announcing conquest. It is to me indeed  Victoria'; it\nis the victory of Adam.""]","[[11332, 11343], [11373, 11918]]","Gabriel Syme","['Rosamond', 'Mr. Lucian Gregory']","Explicit","went on Syme","[['you'], ['You']]","[[[11339, 11342]], [[11506, 11509]]]","[[['Mr. Lucian Gregory']], [['Mr. Lucian Gregory']]]"
"Q7","And even then, we poets always ask the question,  And what
is Victoria now that you have got there?' You think Victoria is like
the New Jerusalem. We know that the New Jerusalem will only be like
Victoria. Yes, the poet will be discontented even in the streets of
heaven. The poet is always in revolt.","['And even then,', ""we poets always ask the question,  And what\nis Victoria now that you have got there?' You think Victoria is like\nthe New Jerusalem. We know that the New Jerusalem will only be like\nVictoria. Yes, the poet will be discontented even in the streets of\nheaven. The poet is always in revolt.""]","[[11985, 11999], [12011, 12297]]","Mr. Lucian Gregory","['Rosamond', 'Gabriel Syme']","Anaphoric","he said","[[], ['we', 'you', 'You', 'We']]","[[], [[12011, 12013], [12076, 12079], [12097, 12100], [12143, 12145]]]","[[], [['Mr. Lucian Gregory'], ['Gabriel Syme'], ['Gabriel Syme'], ['Gregory']]]"
"Q8","There again, what is there poetical about being
in revolt? You might as well say that it is poetical to be sea-sick.
Being sick is a revolt. Both being sick and being rebellious may be the
wholesome thing on certain desperate occasions; but I'm hanged if I can
see why they are poetical. Revolt in the abstract is revolting. It's
mere vomiting.","['There again,', ""what is there poetical about being\nin revolt? You might as well say that it is poetical to be sea-sick.\nBeing sick is a revolt. Both being sick and being rebellious may be the\nwholesome thing on certain desperate occasions; but I'm hanged if I can\nsee why they are poetical. Revolt in the abstract is revolting. It's\nmere vomiting.""]","[[12301, 12313], [12337, 12668]]","Gabriel Syme","['Rosamond', 'Mr. Lucian Gregory']","Explicit","said Syme","[[], ['You']]","[[], [[12383, 12386]]]","[[], [['Mr. Lucian Gregory']]]"
"Q9","It is things going right, that is poetical! Our
digestions, for instance, going sacredly and silently right, that is
the foundation of all poetry. Yes, the most poetical thing, more
poetical than the flowers, more poetical than the stars the most
poetical thing in the world is not being sick.","['It is things going right,', 'that is poetical! Our\ndigestions, for instance, going sacredly and silently right, that is\nthe foundation of all poetry. Yes, the most poetical thing, more\npoetical than the flowers, more poetical than the stars the most\npoetical thing in the world is not being sick.']","[[12759, 12784], [12797, 13064]]","Gabriel Syme","['Rosamond', 'Mr. Lucian Gregory']","Anaphoric","he cried","[[], []]","[[], []]","[[], []]"
